"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","10.0362419849","","",
"Bulgaria","BGR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3363736739","4.025968962","7.1706527917","8.1810397881","9.2325473458","10.327737884","11.46939124","12.6605282287","13.9044373334","15.2047050242","16.5652502928","17.9903641052","19.4847546062","18.7032846465","16.239186523","15.3823164017","15.8093070835","15.8128608433","15.8165038681","16.239186523","15.9231256526","15.9843162882","15.8464352232","14.5667256582","16.593175853","17.2311631309","16.5035901633","15.9803886737","15.7102977504","15.9950512549","15.9447004608","15.990409443","","",
"Bahrain","BHR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3305439331","40.222379647","41.0406331207","41.7940500837","42.4900431011","43.1349362764","43.7341579641","44.2923939387","44.8137101737","45.3016520404","45.7593250444","47.126158984","48.4648169088","49.776161164","51.2791685404","52.7296381757","54.1302774427","55.4836108344","56.7919951486","58.057633185","59.2825861213","60.4687847145","61.6180394558","62.7320497911","63.8124125058","64.500349406","63.4438305709","63.4438305709","63.4438305709","63.4438305709","","",
"Bahamas, The","BHS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9797979798","39.5459669981","41.1587268567","42.8201879421","44.5325900515","46.298312466","46.4435608571","46.5930740782","46.7470427662","46.9056690913","47.0691676436","45.4073100812","43.6815193572","41.8880337637","40.0227905799","38.0813953488","37.4403470716","36.7897727273","36.1294583884","46.7218332272","48.790601244","38.9807162534","37.4373657838","38.3177570093","40.7216494845","","",
"Belize","BLZ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","13.534523446","16.2348792791","18.365201393","20.0887550519","21.5118907677","22.7068569718","20.4855669222","19.0065697034","16.6617092017","14.8552738592","13.4209131322","12.2544051239","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","11.2871287129","","",
"Bermuda","BMU","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","9.5846086576","9.205552768","8.8582645621","8.5389111043","8.2442522363","7.9715302491","7.7183833116","7.4827768945","7.2629489724","7.0573658778","6.8646864686","6.6837328369","6.6602688125","6.637161381","6.6144024747","6.5919842675","6.5698991659","6.5481398004","6.5266990172","6.5055698706","6.4872866597","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","6.5134099617","","",
"Brazil","BRA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9586294879","21.6941474905","22.421185372","23.1398889486","23.8504007124","24.5528599256","25.2474027117","25.9341621432","26.6132683267","27.2848484848","27.9490270363","26.4616125924","25.1617757713","24.0161381653","22.9987972738","23.4664271898","23.9668239668","24.5035566094","25.0807319699","25.7857400128","25.0188508521","25.4872107186","26.1031119368","24.0806474514","","",
