"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","5.84137253476312","6.00324601630133","6.01985165539264","6.02529169007245","2.77709639720123","2.91376910215361","5.97386611995993","6.03200351152711","0.812787356670105","1.17698917608749","1.23817072921741","3.38180061223731","3.59427962030128","3.72667081651138","8.22139114122421","8.24984130694537","7.88182637096694","7.83952921654367","8.01662727184525","8.64540103567929","8.96339674468652","9.08412806675991","9.11588803370921","9.2321355106966","9.36606403256023","9.36057569890896","8.78482779990271","8.7856684528785","9.07490237603097","9.44072148107389","9.96103066411207","10.5319722023332","10.8387244495795","10.8575546857728","11.3194603876729","11.7969552323739","9.43967032686525","9.60071463736366","9.71921152790709","9.73984431738217","9.76472038652519","9.99400947696818","10.1573564670322","10.3604395958648","","",
"Afghanistan","AFG","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.372506917277482","0.405407763082714","0.411140707155174","0.457310636092608","0.481810610979007","0.548427285669022","0.569952967904858","0.6918689193319","0.791238187915002","0.7946116697862","0.895942831157785","0.946122301413319","0.971899813791313","0.986005138270327","1.00829195243624","1.03498147270231","1.04728976349922","1.08825558569952","","",
"Africa Western and Central","AFW","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","34.2556969670073","33.5036822073708","30.5203713357834","29.46201765951","29.6502475217566","24.5373563224415","22.4380447623063","21.8120570683362","22.544570656226","20.9874495218842","10.3571338994339","8.7223309868383","7.40926150769265","6.44510499682183","6.15765006963779","7.29099927639055","7.54169377955812","16.1085643015612","15.6565866028049","15.150025053712","15.3328072492818","14.8575104951681","14.6018348777627","13.7380902753676","13.0655875427422","12.7377303203707","12.7735688725387","12.8076365143754","12.7232664710955","12.4409171914841","12.4830148910475","12.6952695769778","13.5844836634713","14.1221060251795","15.030846175553","15.6428773722145","16.3221794029022","17.0710804848034","17.9808350726243","18.941484420934","20.0821490127478","20.9953940570427","22.0078717869578","23.291216949007","24.6071710607493","25.0115108449875","24.9770809235835","25.6586182197935","25.2391833253065","25.8929322905731","","",
"Angola","AGO","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.9725153531407","55.8449306106885","54.5022956626087","51.3661019929581","50.6661869065957","46.621474509283","34.650789154682","34.3499046045935","38.6601711185097","42.9800815929227","45.1637501382983","46.3349558451249","46.415626395959","46.9118516584188","47.9079524392813","53.3878977984026","53.9275232932767","58.7044201019944","66.2779967059403","73.9331053240707","84.2911333863356","93.7064529807128","94.5123284783642","99.1056276411259","102.544592921617","111.301901160097","116.811345264798","122.441652104957","123.592603633991","120.403914464629","120.223308593368","118.64079463277","117.810309072948","","",
"Albania","ALB","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39929951891848","3.18924778307725","2.98059087645904","3.28835594948818","3.58646650318523","4.09309510227217","3.99723892194832","3.22275369185855","3.20325012062532","3.32769158100415","3.29590666833714","3.74733569487062","4.12305625627094","4.59216615509468","5.12973205957603","5.75066545437751","6.70600100455465","7.24781793159729","7.94862927298311","8.38443799678954","8.87808334170627","9.29961444761466","9.638438251818","9.95350300928371","10.3626959295861","12.3770110106968","10.7731886558088","11.1930598415775","13.2593502624581","11.4656878120578","","",
"Andorra","AND","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","1.32873014310933","1.50880882249956","1.57196807130715","1.69547165113672","1.81309656408353","2.95779947614669","3.04121042002306","3.05894458559024","2.99883463068038","3.10242878523545","3.12215468731473","3.02121713643181","3.07245214875674","3.17720348492989","3.22385060840847","3.76434248044726","3.657009964162","5.51235405632865","5.7769645430479","5.77636875169016","5.77790420485271","5.86365977609995","5.91713470049508","6.03288992586163","6.13165026809614","6.91417847722241","6.94355704740393","6.8866907886195","7.29795281286015","7.96059648232284","8.37226335029343","8.83882407275325","9.25886586604235","9.80469676818625","9.88285203204543","10.380249152192","10.9616983392478","10.6045421788362","10.7757584169015","11.81428160967","12.3894343474962","12.6213379872089","11.5177059417965","12.2561296665097","11.2543873077951","","",
"United Arab Emirates","ARE","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","128.50005679097","123.441383588118","106.407488465635","94.2073838455173","91.5344201355596","82.7888101707971","66.3059846816038","64.7769654298319","59.7908746345321","63.8386303384033","79.5779408533245","78.4250570977505","79.23454135895","78.4775807297455","82.0925656489473","85.7461085838506","83.0440325024123","82.8382497810545","77.0692002766011","73.955180251931","82.8974508819577","85.5942215347915","89.3101322180289","99.0140732354688","95.6638833322792","89.7058914980713","99.0806374508646","102.809732542913","106.69024067415","101.67058545155","103.890105158898","111.726148756557","117.739095668256","124.41011364169","130.349989387428","140.01478739195","148.67565826081","156.246609599832","155.099097916543","160.819874596487","","",
"Argentina","ARG","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","9.12714032684922","9.74183715796448","9.28554967702751","10.2157828022311","10.3517146796181","9.7963238409996","9.70629777565026","10.1097632635748","10.2495594505142","9.69996183717437","10.2778258876337","10.5366497890687","10.4027715275363","9.6404781037398","9.38573523223816","10.2242711632006","11.0157902943294","11.898278898103","12.5699346848483","12.1902691064611","12.7050657864999","13.5679610436057","13.9204768933834","13.2889915042598","13.0289343528443","12.187378594743","10.6315944036118","11.3331377969574","12.1074660389732","12.9188392708313","13.6880472595658","14.6374744881286","14.947307110728","13.805198935413","14.9297087427906","15.5458820383334","15.38631592527","15.7564066412087","15.360508753932","15.7800287984402","15.4517524655901","15.8872605689487","15.471427972778","15.1618662038854","","",
